발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2018,2018-02-21 11:40,주,수,1,1,0,0,0,강원,동해시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1141618.1,1950720.9,129.1031018,37.5449518
2018,2018-06-29 04:15,야,금,1,2,0,1,0,강원,춘천시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,기타,기타,화물차,화물차,화물차,화물차,1012135.1,1971116.4,127.6377315,37.73958876
2018,2018-02-14 22:18,야,수,1,1,0,0,0,충북,청주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,996677,1853458,127.4628086,36.67907766
2018,2018-09-07 08:40,주,금,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,998525,1852911,127.4834927,36.67415116
2018,2018-01-30 23:09,야,화,1,3,1,1,0,충북,청주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,승용차,승용차,1001395,1854820,127.5156155,36.69136075
2018,2018-07-07 05:10,야,토,1,1,0,0,0,충북,청주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,화물차,화물차,999192,1850182,127.4909602,36.64955018
2018,2018-05-23 13:05,주,수,1,1,0,0,0,충북,충주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1037852,1884603,127.925189,36.95908521
2018,2018-09-13 17:30,주,목,1,1,0,0,0,충북,제천시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,자전거,자전거,없음,없음,1062626,1909794,128.2055588,37.1848253
2018,2018-02-18 20:50,야,일,2,2,0,0,0,충북,제천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1069778,1909881,128.2861364,37.18510226
2018,2018-07-26 17:00,주,목,1,2,0,1,0,충북,제천시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,화물차,화물차,1061032.8,1897316.7,128.1865938,37.07246564
2018,2018-03-19 21:04,야,월,1,1,0,0,0,충북,증평군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1008940,1863880,127.6001794,36.77299402
2018,2018-03-29 14:20,주,목,1,2,1,0,0,충북,음성군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,화물차,화물차,1013278,1902149,127.6494622,37.11791837
2018,2018-06-11 13:00,주,월,1,6,0,5,0,충북,음성군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승합차,승합차,1012452,1900661,127.6401398,37.10451655
2018,2018-12-28 00:18,야,금,1,1,0,0,0,충북,음성군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,999313,1886498,127.4922812,36.97692862
2018,2018-01-17 14:10,주,수,1,1,0,0,0,충북,음성군,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,화물차,원동기장치자전거,원동기장치자전거,1016805,1882556,127.6887258,36.9412438
2018,2018-08-15 13:59,주,수,1,1,0,0,0,충북,진천군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,996450,1879467,127.4601467,36.91354114
2018,2018-05-03 15:35,주,목,1,1,0,0,0,충북,진천군,차대차,기타,기타,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,승용차,이륜차,이륜차,994405,1883406,127.4371598,36.94903945
2018,2018-05-19 17:00,주,토,1,1,0,0,0,충북,청주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,992180,1835142,127.412664,36.51393198
2018,2018-02-14 22:23,야,수,1,1,0,0,0,충북,청주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,없음,없음,993577,1828766,127.428319,36.45646144
2018,2018-09-09 23:05,야,일,1,1,0,0,0,충북,청주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,991800,1844304,127.4083225,36.59652508
2018,2018-11-09 06:15,주,금,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,987678,1847388,127.3621885,36.62428297
2018,2018-03-06 01:10,야,화,1,2,0,1,0,충북,청주시,차대차,추돌,추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,특수차,특수차,화물차,화물차,998203,1861927,127.4798679,36.75542861
2018,2018-02-15 05:40,야,목,1,1,0,0,0,충북,음성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,998490,1891734,127.4830238,37.02412721
2018,2018-03-30 14:58,주,금,1,1,0,0,0,충남,서산시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승합차,승합차,보행자,보행자,907184,1866381,126.4596994,36.79103261
2018,2018-01-05 18:46,야,금,1,1,0,0,0,충남,서산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,906474,1864243,126.4520052,36.77169242
2018,2018-07-19 12:00,주,목,1,1,0,0,0,충남,서산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,904449,1869533,126.428654,36.81917002
2018,2018-05-28 17:15,주,월,1,1,0,0,0,충남,천안시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,967443,1877340,127.1346008,36.893812
2018,2018-08-25 20:28,야,토,1,1,0,0,0,충남,논산시,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,자전거,자전거,승용차,승용차,964527,1801514,127.105365,36.21014353
2018,2018-12-17 08:10,주,월,1,5,1,3,0,충남,홍성군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,승용차,승용차,916549,1845198,126.5669612,36.6009673
2018,2018-03-06 20:40,야,화,1,2,0,1,0,충남,홍성군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,승합차,승합차,921619,1836814,126.6244943,36.52582391
2018,2018-10-25 06:12,주,목,1,1,0,0,0,충남,홍성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,924170,1841913,126.6524841,36.57199269
2018,2018-08-16 13:50,주,목,1,1,0,0,0,충남,홍성군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,사륜오토바이(ATV),사륜오토바이(ATV),921476,1835876,126.6229926,36.51735695
2018,2018-10-07 03:25,야,일,1,2,1,0,0,충남,아산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,없음,없음,959269,1867413,127.0433959,36.8040088
2018,2018-10-18 10:35,주,목,1,2,1,0,0,충남,서천군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,916466,1794935,126.5714345,36.14788007
2018,2018-11-14 18:20,야,수,1,1,0,0,0,충남,공주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,승용차,승용차,967580,1829706,127.1381551,36.46440878
2018,2018-11-19 08:10,주,월,1,1,0,0,0,충남,공주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,949894,1840482,126.9400665,36.56078994
2018,2018-09-02 19:35,야,일,1,3,0,2,0,충남,공주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승용차,승용차,965518,1846343,127.1143973,36.6143181
2018,2018-05-03 19:20,야,목,1,1,0,0,0,세종,세종,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,자전거,자전거,승용차,승용차,978191,1832628,127.2565026,36.49105131
2018,2018-06-22 11:00,주,금,1,1,0,0,0,세종,세종,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,화물차,화물차,자전거,자전거,982554,1845061,127.3049338,36.60322509
2018,2018-10-20 22:35,야,토,1,1,0,0,0,충남,예산군,차량단독,전복,전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,944373,1847756,126.8778464,36.62605583
2018,2018-05-05 21:20,야,토,1,1,0,0,0,충남,예산군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,923606,1856606,126.6447183,36.70439003
2018,2018-12-03 00:50,야,월,1,1,0,0,0,충남,부여군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,938534,1806387,126.8158264,36.25277058
2018,2018-10-02 18:00,야,화,1,1,0,0,0,충남,부여군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,934500,1806866,126.7708873,36.25682345
2018,2018-11-24 06:05,주,토,1,1,0,0,0,충남,부여군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,933818,1802235,126.7636878,36.2150292
2018,2018-03-17 04:50,야,토,1,1,0,0,0,충남,당진시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,특수차,특수차,933192,1869728,126.7508815,36.82339458
2018,2018-02-21 16:34,주,수,1,1,0,0,0,충남,당진시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,935261,1868052,126.7742221,36.80843103
2018,2018-05-07 18:30,야,월,1,1,0,0,0,충남,당진시,차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,단일로,기타단일로,원동기장치자전거,원동기장치자전거,화물차,화물차,920477,1877192,126.6075406,36.88968811
2018,2018-02-22 21:00,야,목,1,1,0,0,0,충남,당진시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,특수차,특수차,932573,1867138,126.7441707,36.80000457
2018,2018-08-06 16:00,주,월,1,1,0,0,0,충남,당진시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,기타,기타,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,929905,1876972,126.7133585,36.88845263
2018,2018-10-08 18:45,야,월,1,1,0,0,0,충남,당진시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,926031,1875602,126.6700202,36.87580817
2018,2018-08-18 10:00,주,토,1,2,0,1,0,충남,당진시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,934342,1878514,126.7630152,36.90267116
2018,2018-11-16 18:20,야,금,1,1,0,0,0,충남,당진시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,912378,1872599,126.5171904,36.84757266
2018,2018-12-01 06:35,주,토,1,1,0,0,0,충남,당진시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,927213,1873691,126.6834651,36.85867484
2018,2018-09-23 19:05,야,일,1,1,0,0,0,충남,청양군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,938465,1828090,126.8133425,36.44841368
2018,2018-11-23 05:44,야,금,1,1,0,0,0,충남,청양군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,자전거,자전거,937529,1828373,126.8028757,36.45090428
2018,2018-01-06 02:40,야,토,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,승용차,보행자,보행자,967388,1868462,127.1343649,36.81377965
2018,2018-10-18 19:30,야,목,1,1,0,0,0,충남,태안군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,화물차,화물차,보행자,보행자,887412,1860022,126.2390739,36.73157709
2018,2018-09-09 19:10,야,일,1,1,0,0,0,충남,태안군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,880796,1855744,126.1656629,36.69221399
2018,2018-04-02 17:30,주,월,1,1,0,0,0,충남,태안군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,894341,1861446,126.3164625,36.74520825
2018,2018-07-23 05:08,야,월,1,4,3,0,0,대전,서구,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,기타,기타,승용차,승용차,없음,없음,984547,1810516,127.3279069,36.29182845
2018,2018-10-23 18:25,야,화,1,15,6,8,0,충남,논산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,화물차,화물차,959727,1797705,127.0521622,36.17561596
2018,2018-02-22 00:17,야,목,3,8,2,3,0,충북,청주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,특수차,특수차,993444,1843289.5,127.4267114,36.58739204
